city,name,type,capacity,latitude,longitude,website,addr_street,addr_city,operator,phone,opening_hours,osm_id,source,region,country
Madrid,Unknown,nightclub,,,,,Calle del Maestro,Leganés,,,23:00-06:00,9654303603,OpenStreetMap,EMEA,Spain
Madrid,1980,events_venue,,,,,,,,,,9699911952,OpenStreetMap,EMEA,Spain
Madrid,Yambu,nightclub,,,,,,,,,,9726284848,OpenStreetMap,EMEA,Spain
Madrid,Carpe Diem park,events_venue,,,,,Calle Pablo Picasso,,,,10:00-24:00,9747019333,OpenStreetMap,EMEA,Spain
Madrid,Tropikana Disco,nightclub,,,,,,,,,,9751343379,OpenStreetMap,EMEA,Spain
Madrid,Stigmata Vampire & Gothic Club,nightclub,,,,,,,,,Fr 21:00-03:30; Sa 22:00-03:30,9756985020,OpenStreetMap,EMEA,Spain
Madrid,Liberty Private Club,nightclub,,,,,,,,,,9822052472,OpenStreetMap,EMEA,Spain
Madrid,Paradise,nightclub,,,,,,,,,,9822052476,OpenStreetMap,EMEA,Spain
Madrid,Icon Bar,nightclub,,,,,Calle del Doctor Cortezo,,,,,9826790017,OpenStreetMap,EMEA,Spain
Madrid,Discoteca El Son,nightclub,,,,http://www.discotecaelson.com/,Calle de la Victoria,,,,,9871243017,OpenStreetMap,EMEA,Spain
Madrid,El Cafetal,nightclub,,,,http://www.elcafetalbardecopasmadrid.com/,Calle del Parador del Sol,,,+34 911 54 57 39,"Mo 00:00-05:30; Tu 22:00-24:00; We-Fr 00:00-05:00,22:00-24:00; Sa,Su 00:00-05:30,22:00-24:00",9887600258,OpenStreetMap,EMEA,Spain
Madrid,Manitú,nightclub,,,,,,,,,,10024034722,OpenStreetMap,EMEA,Spain
Madrid,Maravillas Club,nightclub,,,,,Calle de San Vicente Ferrer,,,,,10197862117,OpenStreetMap,EMEA,Spain
Madrid,Moondance,nightclub,,,,,Calle de la Aduana,,,,Th-Su 23:59-06:00,10198399117,OpenStreetMap,EMEA,Spain
Madrid,Teatro Asura,theatre,,,,https://teatroasura.com,Calle de Abel,Madrid,,+34 915 331 565,,10257833098,OpenStreetMap,EMEA,Spain
Madrid,Johnnie Gunilla,nightclub,,,,,,,,,,10266331330,OpenStreetMap,EMEA,Spain
Madrid,El Golfo comedy club,theatre,,,,https://elgolfocomedy.com,Calle de las Huertas,Madrid,,+34 678104120,Mo-Th 19:00-01:00; Fr 18:00-03:00; Sa 13:00-03:00; Su 13:00-00:00,10273264636,OpenStreetMap,EMEA,Spain
Madrid,Estadio Deportivo,stadium,,,,,,,,,,10563436271,OpenStreetMap,EMEA,Spain
Madrid,Unknown,stadium,,,,,,,,,,10563441784,OpenStreetMap,EMEA,Spain
Madrid,Mondo Disko,nightclub,,,,https://mondodisko.es/,Calle de Alcalá,,,+34 692 397 477,,10574487010,OpenStreetMap,EMEA,Spain
Madrid,Bardot Madrid,nightclub,,,,,Calle de Joaquín Costa,,,,,10574603841,OpenStreetMap,EMEA,Spain
Madrid,Pop and Roll,nightclub,,,,,Calle de Santa Hortensia,,,,,10607371905,OpenStreetMap,EMEA,Spain
Madrid,Insomnio Club,nightclub,,,,https://insomnioclub.es,Calle de Cea Bermúdez,,,,,10614982135,OpenStreetMap,EMEA,Spain
Madrid,Siroco,nightclub,,,,https://siroco.es,Calle de San Dimas,Madrid,,,,10614989245,OpenStreetMap,EMEA,Spain
Madrid,A Quién le Importa,nightclub,,,,,,,,,,10693694173,OpenStreetMap,EMEA,Spain
Madrid,Rock-ola,nightclub,,,,,,,,,,10693694176,OpenStreetMap,EMEA,Spain
Madrid,La Ducha,nightclub,,,,,,,,,,10693694178,OpenStreetMap,EMEA,Spain
Madrid,La Trocola,nightclub,,,,,,,,,,10733697083,OpenStreetMap,EMEA,Spain
Madrid,Un Sitio Muy Chulo,events_venue,,,,,,,,,,10751783821,OpenStreetMap,EMEA,Spain
Madrid,Pub Cabana,nightclub,,,,https://pub-cabana.negocio.site,Calle Bécquer,Móstoles,,+34640088578,Tu-Su 21:00-03:00; Fr-Sa 21:00-03:30,10884135137,OpenStreetMap,EMEA,Spain
Madrid,DiverÁrea,events_venue,,,,https://www.saladiverarea.com/cumplea%C3%B1osrivas-vaciamadrid,Calle del Lago Ercina,,,+34 637 917 633,,10962176314,OpenStreetMap,EMEA,Spain
Madrid,Heroe Bar de los 80,nightclub,,,,,Costanilla de los Desamparados,,,,,10994718106,OpenStreetMap,EMEA,Spain
Madrid,Helia Events,events_venue,,,,,,,,,,11010117870,OpenStreetMap,EMEA,Spain
Madrid,Event Shop,events_venue,,,,,,,,,,11040189063,OpenStreetMap,EMEA,Spain
Madrid,La Casa de Rovodorovsky,theatre,,,,,,,,,,11215297119,OpenStreetMap,EMEA,Spain
Madrid,Lizaballoons,events_venue,,,,,,,,,,11239990362,OpenStreetMap,EMEA,Spain
Madrid,Salón de Actos de la EPS,events_venue,,,,,,,,,,11243019137,OpenStreetMap,EMEA,Spain
Madrid,La Paranoia de Trastaravies,theatre,,,,,,,,,,11259396486,OpenStreetMap,EMEA,Spain
Madrid,Auditorio Municipal Tres Cantos,theatre,,,,,,,,,,11271691680,OpenStreetMap,EMEA,Spain
Madrid,Encuentros VIP Madrid,nightclub,,,,https://encuentrosvip.com/,Calle de Vicente Caballero,,,+34 915 043 521,Mo-Su 16:00-06:00,11277866104,OpenStreetMap,EMEA,Spain
Madrid,Barracuda Rock Bar,nightclub,,,,,,,,,,11339488834,OpenStreetMap,EMEA,Spain
Madrid,O'hala Lounge & Disco,nightclub,,,,,,,,,,11412759431,OpenStreetMap,EMEA,Spain
Madrid,Elefante Blanco,nightclub,,,,https://www.elefanteblancomadrid.com,Calle de Santa Hortensia,,,+34615340892;+34915991096,,11613697206,OpenStreetMap,EMEA,Spain
Madrid,Farándula,theatre,,,,,Calle de Galileo,,,,,11649011436,OpenStreetMap,EMEA,Spain
Madrid,Espacio Rastro Madrid,events_venue,,,,https://rastromadrid.org/,Calle San Cayetano,Madrid,Espacio Rastro Madrid,,,11676041188,OpenStreetMap,EMEA,Spain
Madrid,Salón de actos,events_venue,,,,,,,,,,11704920418,OpenStreetMap,EMEA,Spain
Madrid,Sala de conferencias,events_venue,,,,,,,,,,11704920422,OpenStreetMap,EMEA,Spain
Madrid,Goya social club,nightclub,,,,,,,,,,11765673270,OpenStreetMap,EMEA,Spain
Madrid,Centro Cultural Flamenco Madrid,theatre,,,,,Calle del Conde de Xiquena,,,+34 689 48 92 58,,11777817669,OpenStreetMap,EMEA,Spain
Madrid,Teatro por los Rincones,theatre,,,,,Calle Doctor Ciriaco García,Majadahonda,,,"Mo-We 09:30-11:00,17:00-21:30; Th off; Fr 09:30-11:00,17:00-21:30; Sa-Su off",11799236950,OpenStreetMap,EMEA,Spain
Madrid,Stardust Club,nightclub,,,,https://stardustclub.es,Calle de Isabel La Católica,,,,"Fr, Sa 00:00-06:00",11822292021,OpenStreetMap,EMEA,Spain
Madrid,El Recreo,events_venue,,,,https://salaelrecreo.es/,Calle de Anna Frank,Madrid,,,,11834724644,OpenStreetMap,EMEA,Spain
Madrid,Aula Magna (322) Aulario III,theatre,,,,,Camino del Molino,Fuenlabrada,,,,11887034199,OpenStreetMap,EMEA,Spain
Madrid,Caro Club,nightclub,,,,https://caroclub.com/,,,,+34 620954176,,11889122656,OpenStreetMap,EMEA,Spain
Madrid,Teatro Centro cultural Paco Raval,theatre,,,,,,,Comunidad de Madrid,,,11897512693,OpenStreetMap,EMEA,Spain
Madrid,Circus Park,events_venue,,,,,,,,,,11918339150,OpenStreetMap,EMEA,Spain
Madrid,Espacio Rastro,events_venue,,,,,Calle San Cayetano,,,,,11953477569,OpenStreetMap,EMEA,Spain
Madrid,El pasillo verde teatro,theatre,,,,,,,,,,11989960131,OpenStreetMap,EMEA,Spain
Madrid,30 y tantos,nightclub,,,,,,,,,Fr-Sa 23:30-05:30,11999465869,OpenStreetMap,EMEA,Spain
Madrid,Pompeya,nightclub,,,,,,,,,,11999465971,OpenStreetMap,EMEA,Spain
Madrid,L'Fresh,nightclub,,,,,,,,,,11999465972,OpenStreetMap,EMEA,Spain
Madrid,Babilonia,nightclub,,,,,Calle de Castillejos,,,,,11999466069,OpenStreetMap,EMEA,Spain
Madrid,L'Frehs,nightclub,,,,,,,,,,12021341771,OpenStreetMap,EMEA,Spain
Madrid,Amsterdam Club,nightclub,,,,,,,,,We-Su 23:00-06:00,12023703369,OpenStreetMap,EMEA,Spain
Madrid,Bávaro Lounge disco,nightclub,,,,,Avenida de Europa,,,,Fr-Su 20:00-05:30,12023703470,OpenStreetMap,EMEA,Spain
Madrid,Pub La Jaula,nightclub,,,,,Calle de los Mártires de Fuenlabrada,,,,Fr-Sa 21:00-04:00; Su 20:00-03:00; We-Th 09:00-18:00,12031744569,OpenStreetMap,EMEA,Spain
Madrid,Pub El Refugio,nightclub,,,,,Calle de Maximino Pérez,,,,,12031744669,OpenStreetMap,EMEA,Spain
Madrid,Pub Night Club Soul,nightclub,,,,,,,,,,12031744770,OpenStreetMap,EMEA,Spain
Madrid,La Metro,nightclub,,,,,,,,,,12031744870,OpenStreetMap,EMEA,Spain
Madrid,Epoka the Club,nightclub,,,,https://prvt.re/VMdaAL,Calle de Joaquín María López,Madrid,,,,12058931774,OpenStreetMap,EMEA,Spain
Madrid,Salón de actos Camilo Prado Freire,events_venue,,,,,,,,,,12157439665,OpenStreetMap,EMEA,Spain
Madrid,Los Amantes,nightclub,,,,,,,,,,12164432882,OpenStreetMap,EMEA,Spain
Madrid,Ištar,nightclub,,,,,,,,,,12164481454,OpenStreetMap,EMEA,Spain
Madrid,The Bassement Club,nightclub,,,,,,,,,,12164489300,OpenStreetMap,EMEA,Spain
Madrid,Costa Social Club,nightclub,,,,,,,,,,12164498938,OpenStreetMap,EMEA,Spain
Madrid,Plaza de Toros (Las Erillas),stadium,,,,,Calle de Santa Catalina,Majadahonda,Ayuntamiento de Majadahonda,,,12192192069,OpenStreetMap,EMEA,Spain
Madrid,Balloon,events_venue,,,,,Calle de Donoso Cortés,,,,,12241062021,OpenStreetMap,EMEA,Spain
Madrid,URBAN Teatro,theatre,,,,https://urbanteatro.com,Calle de Emilio Ferrari,Madrid,,,,12259255007,OpenStreetMap,EMEA,Spain
Madrid,Kozinart Catering Madrid,events_venue,,,,https://www.kozinartcatering.com,Calle de Medellín,Madrid,,+34 630198815,Mo-Su 08:00-20:00,12289838378,OpenStreetMap,EMEA,Spain
Madrid,The Together Agency,events_venue,,,,https://www.thetogetheragency.com,Calle de Hermosilla,Madrid,,+34 636 80 52 56,Mo-Fr 09:00-18:00,12307750602,OpenStreetMap,EMEA,Spain
Madrid,Cassette,nightclub,,,,,Calle de Bruselas,,,,,12373520602,OpenStreetMap,EMEA,Spain
Madrid,A Tu Rollo,events_venue,,,,,Calle del Océano Pacífico,Coslada,,,,12373848321,OpenStreetMap,EMEA,Spain
Madrid,Tekendama,nightclub,,,,https://salacapricho.es/discotecas/discoteca-tekendama/,,,,,,12396693981,OpenStreetMap,EMEA,Spain
Madrid,Milugar Favorito,events_venue,,,,,,,,,,12409914901,OpenStreetMap,EMEA,Spain
Madrid,Blue Sea,nightclub,,,,,,,,,,12459298072,OpenStreetMap,EMEA,Spain
Madrid,Green Happyland,events_venue,,,,https://happyland.es/,,,,+34667698918,,12478557710,OpenStreetMap,EMEA,Spain
Madrid,Malvaloca,nightclub,,,,,Calle de Brasil,,,,Th-Sa 23:30-06:00,12620812103,OpenStreetMap,EMEA,Spain
Madrid,La Que Faltaba,nightclub,,,,,Calle de Santa Engracia,,,,,12627911756,OpenStreetMap,EMEA,Spain
Madrid,Código 78,nightclub,,,,,,,,,,12634675797,OpenStreetMap,EMEA,Spain
Madrid,Tablao Flamenco Taberna El Cortijo,music_venue,,,,https://flamenco-shows.com/,,,,,,12649411591,OpenStreetMap,EMEA,Spain
Madrid,Peluche's,nightclub,,,,,,,,,,12653700003,OpenStreetMap,EMEA,Spain
Madrid,Sala Reuni2,events_venue,,,,https://www.salareuni2.com,Calle de Martínez Oviol,Madrid,,+34 640 30 79 96,Mo-Su 12:00-20:00,12653700015,OpenStreetMap,EMEA,Spain
Madrid,Espacio de Neón,events_venue,,,,,,,,,,12660400809,OpenStreetMap,EMEA,Spain
Madrid,El Bulevar,nightclub,,,,https://salaelbulevar.es,Calle de la Constitución,,,+34 619 33 61 72,"Mo-Fr 20:00-22:00; Sa 19:00-22:30, 23:00-03:00; Su 19:00-22:30",12669842501,OpenStreetMap,EMEA,Spain
Madrid,Sala mon,nightclub,,,,,Calle de Hilarión Eslava,,,,,12699505301,OpenStreetMap,EMEA,Spain
Madrid,Uñas Chung Lee,nightclub,,,,https://unaschunglee.com/,Calle de Hilarión Eslava,,,,Fr-Sa 00:00-06:00,12699943601,OpenStreetMap,EMEA,Spain
Madrid,Ochoymedio,nightclub,,,,https://ochoymedioclub.com/,Calle Arenal,,,,Fr-Sa 00:00-06:00,12700360601,OpenStreetMap,EMEA,Spain
Madrid,Calle 365,nightclub,,,,https://calle365madrid.com/,Calle de Echegaray,,,,Mo-Th 18:00-03:00; Fr-Sa 18:00-03:30; Su 18:00-03:00,12772983245,OpenStreetMap,EMEA,Spain
Madrid,Euforia 504,nightclub,,,,,,,,,,12811370879,OpenStreetMap,EMEA,Spain
Madrid,MaKumba,nightclub,,,,,,,,,,12811504324,OpenStreetMap,EMEA,Spain
Madrid,Green Patio,events_venue,,,,https://www.greenpatio.es,Calle de Salamanca,,,+34 669 01 88 34,,12829914901,OpenStreetMap,EMEA,Spain
Madrid,PirlimPimPim,events_venue,,,,https://pirlimpimpim.es/,Paseo de Fuente Lucha,Alcobendas,,+34 679 79 33 64,Mo-Su 16:30-20:00,12839744972,OpenStreetMap,EMEA,Spain
Madrid,La sala Mayko,theatre,,,,,,,,,,12915250953,OpenStreetMap,EMEA,Spain
Madrid,Larra Laboratorio de Periodismo,events_venue,,,,https://larra.info,Calle de Larra,Madrid,,+34 910 299 085,,12920077798,OpenStreetMap,EMEA,Spain
Madrid,Camalú,events_venue,,,,,Calle de Malgrat de Mar,,,,,12945511009,OpenStreetMap,EMEA,Spain
Madrid,Cheap Chic Events,events_venue,,,,https://www.cheapchicevents.com/,,,,,,12964666149,OpenStreetMap,EMEA,Spain
Madrid,Auditorio Marcelino Camacho,theatre,,,,,Calle de Lope de Vega,Madrid,,,,12976822513,OpenStreetMap,EMEA,Spain
Madrid,Sin dramas,theatre,,,,,,,,,,12988495030,OpenStreetMap,EMEA,Spain
Madrid,Bululú 2120,theatre,,,,https://bululu2120.com/,Calle de las Canarias,Madrid,,+34 913 60 01 93,,12994577506,OpenStreetMap,EMEA,Spain
Madrid,Sala multiusos La madriguera de Lea,events_venue,,,,,,,,,,13098212363,OpenStreetMap,EMEA,Spain
Madrid,Unknown,nightclub,,,,,,,,,,13159930074,OpenStreetMap,EMEA,Spain
Madrid,Teatro Serrano,theatre,,,,,Calle de Serrano,Madrid,,,,13161110201,OpenStreetMap,EMEA,Spain
Madrid,Quién La Invitó?,nightclub,,,,,,,,,,13244265806,OpenStreetMap,EMEA,Spain
Madrid,Bolaroke fiestas y cumpleaños diferentes,events_venue,,,,,,,,,,13273102387,OpenStreetMap,EMEA,Spain
Madrid,Repalay sala multiusos,nightclub,,,,,Avenida de Europa,,,,,13305562301,OpenStreetMap,EMEA,Spain
Madrid,Festiva Pinto,events_venue,,,,,,,,,,13368984169,OpenStreetMap,EMEA,Spain
Madrid,"Pinto, Pinto Gorgorito",events_venue,,,,,,,,,,13369036183,OpenStreetMap,EMEA,Spain
Madrid,Estadio Santiago Bernabéu,stadium,,,,,,,,,,13410170038,OpenStreetMap,EMEA,Spain
Madrid,Changó,nightclub,,,,,,,,,,13436136908,OpenStreetMap,EMEA,Spain
Madrid,Teatro Albéniz,theatre,898.0,,,https://umusic-hotels.com/umusic-hotel-madrid/theater-albeniz/,Calle de la Paz,Madrid,UMusic Hotels,,,13440856094,OpenStreetMap,EMEA,Spain
Madrid,El Golfo comedy club,theatre,,,,https://elgolfocomedy.com,,,,+34 678104120,Mo-Th 19:00-01:00; Fr 18:00-03:00; Sa 13:00-03:00; Su 13:00-00:00,13473069519,OpenStreetMap,EMEA,Spain
Madrid,Replika Teatro,theatre,,,,https://replikateatro.com/,Calle de la Explanada,,,+34915350570,,13512689901,OpenStreetMap,EMEA,Spain
Madrid,Monstruitos,events_venue,,,,,,,,,,13520178370,OpenStreetMap,EMEA,Spain
Madrid,Salto escénico,theatre,,,,,,,,,,13527355131,OpenStreetMap,EMEA,Spain
Madrid,Moonlight,nightclub,,,,,,,,,,13583105821,OpenStreetMap,EMEA,Spain
Amsterdam,Panama,nightclub,,,,https://www.panama.nl,Oostelijke Handelskade,Amsterdam,,+31 20 311 8686,,30170536,OpenStreetMap,EMEA,Netherlands
Amsterdam,Koninklijk Theater Carré,theatre,,,,https://www.theatercarre.nl,Amstel,Amsterdam,,,,178910348,OpenStreetMap,EMEA,Netherlands
Amsterdam,Casa Rosso,nightclub,,,,,,,,,,251187546,OpenStreetMap,EMEA,Netherlands
Amsterdam,Escape,nightclub,,,,,Rembrandtplein,Amsterdam,,+31 20 622 1111,,251528269,OpenStreetMap,EMEA,Netherlands
Amsterdam,Schouwburg Amstelveen,theatre,,,,https://schouwburgamstelveen.nl/,Stadsplein,Amstelveen,,+31 20 547 5175,,295935888,OpenStreetMap,EMEA,Netherlands
Amsterdam,AFAS Live,theatre,,,,https://www.afaslive.nl/,Johan Cruijff Boulevard,Amsterdam,Live Nation,+31 900 687 4242,,300422907,OpenStreetMap,EMEA,Netherlands
Amsterdam,RAI Theater,theatre,,,,https://www.rai.nl/en/theatre-visit/,,,,,,332147066,OpenStreetMap,EMEA,Netherlands
Amsterdam,P60,theatre,,,,https://p60.nl,Stadsplein,Amstelveen,,,,415375015,OpenStreetMap,EMEA,Netherlands
Amsterdam,DeLaMar,theatre,,,,https://delamar.nl/,Marnixstraat,Amsterdam,,,,437330097,OpenStreetMap,EMEA,Netherlands
Amsterdam,Opera & Ballet,theatre,,,,https://www.operaballet.nl/,Waterlooplein,Amsterdam,,+31 20 551 8117,,489447049,OpenStreetMap,EMEA,Netherlands
Amsterdam,Meervaart Theater,theatre,,,,https://www.meervaart.nl,Meer en Vaart,Amsterdam,,+31 20 410 7700,,508412459,OpenStreetMap,EMEA,Netherlands
Amsterdam,Bitterzoet,nightclub,,,,https://www.bitterzoet.com,Spuistraat,Amsterdam,,+31 20 421 2318,,561326515,OpenStreetMap,EMEA,Netherlands
Amsterdam,Winston,nightclub,,,,https://www.winston.nl,Warmoesstraat,,,+31 20 623 1380,,576280426,OpenStreetMap,EMEA,Netherlands
Amsterdam,Thomastheater,theatre,,,,,Prinses Irenestraat,Amsterdam,,,,619136792,OpenStreetMap,EMEA,Netherlands
Amsterdam,De Kunstgreep,theatre,,,,,,,,,,774697020,OpenStreetMap,EMEA,Netherlands
Amsterdam,Roode Bioscoop,theatre,,,,,Haarlemmerplein,Amsterdam,,,,803513066,OpenStreetMap,EMEA,Netherlands
Amsterdam,ITW,theatre,,,,,,,,,,806609234,OpenStreetMap,EMEA,Netherlands
Amsterdam,Bellevue,theatre,,,,https://www.theaterbellevue.nl/,Leidsekade,,,+31 20 530 5300,,918524711,OpenStreetMap,EMEA,Netherlands
Amsterdam,Heeren van Aemstel,nightclub,,,,https://www.dhva.nl,,,,,,965276888,OpenStreetMap,EMEA,Netherlands
Amsterdam,OCCII,theatre,,,,https://occii.org/,Amstelveenseweg,Amsterdam,,+31 20 671 7778,,1026622943,OpenStreetMap,EMEA,Netherlands
Amsterdam,El Punto Latino,nightclub,,,,,Lange Leidsedwarsstraat,Amsterdam,,,,1444572934,OpenStreetMap,EMEA,Netherlands
Amsterdam,Orgelpark,theatre,,,,https://www.orgelpark.nl/,Gerard Brandtstraat,Amsterdam,,,,1461617773,OpenStreetMap,EMEA,Netherlands
Amsterdam,Suprise Bar,nightclub,,,,,Leidsekruisstraat,Amsterdam,,+31 20 623 6328,,1477529661,OpenStreetMap,EMEA,Netherlands
Amsterdam,Brasil Music Bar,nightclub,,,,,Lange Leidsedwarsstraat,Amsterdam,,,,1486109758,OpenStreetMap,EMEA,Netherlands
Amsterdam,CREA,theatre,,,,,,,,,,1524769037,OpenStreetMap,EMEA,Netherlands
Amsterdam,Boom Chicago,theatre,,,,https://www.boomchicago.nl/,Rozengracht,Amsterdam,Boom Chicago,+31 20 217 0400,,1591108293,OpenStreetMap,EMEA,Netherlands
Amsterdam,Cooldown Cafe Rembrandtplein,nightclub,,,,http://www.cooldowncafe.nl,Rembrandtplein,Amsterdam,,+31 20 421 2284,Mo closed; Tu-Th 22:00-04:00; Fr-Sa 22:00-05:00,1623897542,OpenStreetMap,EMEA,Netherlands
Amsterdam,Jantjes Verjaardag,nightclub,,,,https://www.jantjesverjaardag.nl/,Rembrandtplein,Amsterdam,,+31 20 331 2126,,1623897546,OpenStreetMap,EMEA,Netherlands
Amsterdam,Vondelbunker,theatre,,,,https://vondelbunker.nl/,Vondelpark,Amsterdam,,,,1720382249,OpenStreetMap,EMEA,Netherlands
Amsterdam,De Trut,nightclub,,,,http://detrut.amsterdam,Bilderdijkstraat,Amsterdam,,,Su 22:00-03:00,1759917596,OpenStreetMap,EMEA,Netherlands
Amsterdam,Westerunie,nightclub,,,,,,,,,,2071654955,OpenStreetMap,EMEA,Netherlands
Amsterdam,De Krakeling,theatre,,,,https://krakeling.nl/,Pazzanistraat,Amsterdam,,,,2079965410,OpenStreetMap,EMEA,Netherlands
Amsterdam,Activiteitencentrum De Hood,theatre,,,,,,,,,,2105412198,OpenStreetMap,EMEA,Netherlands
Amsterdam,Jimmy Woo,nightclub,,,,https://www.jimmywoo.com/,Korte Leidsedwarsstraat,Amsterdam,,,"Th 23:00-03:00; Fr,Sa 23:00-04:00",2138577019,OpenStreetMap,EMEA,Netherlands
Amsterdam,Club Candela,nightclub,,,,,Korte Leidsedwarsstraat,Amsterdam,,,,2248198111,OpenStreetMap,EMEA,Netherlands
Amsterdam,Prime,nightclub,,,,,Rembrandtplein,Amsterdam,,,,2285609625,OpenStreetMap,EMEA,Netherlands
Amsterdam,Club Puck,nightclub,,,,https://clubpuck.nl/,,,,,"We,Fr 16:00-02:00, Sa,Su 13:00-02:00, Th 20:00-01:00",2600978268,OpenStreetMap,EMEA,Netherlands
Amsterdam,Het Veem Theater,theatre,,,,https://hetveemtheater.nl,Van Diemenstraat,Amsterdam,,,,2699719970,OpenStreetMap,EMEA,Netherlands
Amsterdam,Ver. Maatschappij Discordia,theatre,,,,,Driekoningenstraat,Amsterdam,,,,2721472939,OpenStreetMap,EMEA,Netherlands
Amsterdam,Meeting Venue Singel80,events_venue,,,,,Singel,Amsterdam,,,,2721523163,OpenStreetMap,EMEA,Netherlands
Amsterdam,Drake's Cruising,nightclub,,,,https://www.drakescruising.com,Damrak,Amsterdam,,+31 20 330 5318,Mo-Fr 10:00-22:00; Sa-Su 11:00-22:00,2721723184,OpenStreetMap,EMEA,Netherlands
Amsterdam,Plein Theater,theatre,,,,https://www.plein-theater.nl/,Sajetplein,Amsterdam,,+31 20 665 4568,,2722026669,OpenStreetMap,EMEA,Netherlands
Amsterdam,Theater De Richel,theatre,,,,https://theaterderichel.nl,Nieuwezijds Voorburgwal,Amsterdam,,,,2722210891,OpenStreetMap,EMEA,Netherlands
Amsterdam,Frascati,theatre,,,,https://www.frascatitheater.nl/,Nes,Amsterdam,,,,2724220323,OpenStreetMap,EMEA,Netherlands
Amsterdam,Frascati 4 / Het Verbond,theatre,,,,,Nes,Amsterdam,,,,2724220398,OpenStreetMap,EMEA,Netherlands
Amsterdam,Tobacco Theater,theatre,,,,,Nes,Amsterdam,,+31 20 218 1092,,2724220407,OpenStreetMap,EMEA,Netherlands
Amsterdam,Astaro Theatro,theatre,,,,https://astarotheatro.com/,Sint Jansstraat,Amsterdam,,,,2724284986,OpenStreetMap,EMEA,Netherlands
Amsterdam,Moulin Rouge,nightclub,,,,https://MoulinRougeAmsterdam.nl,Oudezijds Achterburgwal,Amsterdam,,+31 20 627 5030,Th-Su 14:00-02:00; Mo-We 20:00-02:00,2725663184,OpenStreetMap,EMEA,Netherlands
Amsterdam,Air,nightclub,,,,https://www.air.nl/,Amstelstraat,Amsterdam,,,,2725878853,OpenStreetMap,EMEA,Netherlands
Amsterdam,De Kleine Komedie,theatre,,,,https://www.dekleinekomedie.nl/,Amstel,Amsterdam,,+31 20 624 0534,,2725879572,OpenStreetMap,EMEA,Netherlands
Amsterdam,The Location,events_venue,,,,https://www.thelocationamsterdam.com,Kerkstraat,Amsterdam,,,,2737807237,OpenStreetMap,EMEA,Netherlands
Amsterdam,Flex427,events_venue,,,,https://www.flex427.nl,Kerkstraat,Amsterdam,Merlijn Müller,+31 6 50549424,,2737807381,OpenStreetMap,EMEA,Netherlands
Amsterdam,MyEscape.Club,theatre,,,,https://myescape.club,Weteringschans,Amsterdam,MyEscape.Club,+31 6 27000080,,2737949021,OpenStreetMap,EMEA,Netherlands
Amsterdam,De Sloot,theatre,182.0,,,https://www.desloot.nl/,Rhôneweg,Amsterdam,,,,2738010027,OpenStreetMap,EMEA,Netherlands
Amsterdam,Lief Amsterdam,events_venue,,,,https://liefamsterdam.nl/,Basisweg,Amsterdam,,,,2738010320,OpenStreetMap,EMEA,Netherlands
Amsterdam,Toekomstmuziek,nightclub,,,,https://www.toekomstmuziek.com,Danzigerbocht,Amsterdam,,,,2738399729,OpenStreetMap,EMEA,Netherlands
Amsterdam,Comedy Café,theatre,,,,https://www.comedycafe.nl/,IJdok,Amsterdam,,,,2745440143,OpenStreetMap,EMEA,Netherlands
Amsterdam,Salon De IJzerstaven,theatre,,,,https://www.ijzerstaven.nl/,Bickersgracht,Amsterdam,,+31 20 622 40 37,,2745485742,OpenStreetMap,EMEA,Netherlands
Amsterdam,Polanentheater,theatre,,,,https://polanentheater.nl,Polanenstraat,Amsterdam,,+31 20 6821311,,2788282388,OpenStreetMap,EMEA,Netherlands
Amsterdam,Gashouder Westergasfabriek,events_venue,,,,https://westergas.nl,Klönne plein,Amsterdam,,,,2788448905,OpenStreetMap,EMEA,Netherlands
Amsterdam,Radio Radio,nightclub,,,,https://radioradio.radio,Pazzanistraat,Amsterdam,,,Th 22:00-01:00; Fr 23:00-04:00,2788449110,OpenStreetMap,EMEA,Netherlands
Amsterdam,Amstelveens Poppentheater,theatre,,,,https://www.amstelveenspoppentheater.nl/,Wolfert van Borsselenweg,Amstelveen,,+31 20 645 0439,,2792340876,OpenStreetMap,EMEA,Netherlands
Amsterdam,Music Meeting Lounge,events_venue,,,,https://www.musicmeetinglounge.nl/,Badlaan,Amstelveen,,,,2808261417,OpenStreetMap,EMEA,Netherlands
Amsterdam,Kempenaerstudio,theatre,,,,https://www.kempenaerstudio.nl/,De Kempenaerstraat,Amsterdam,,,,2808939168,OpenStreetMap,EMEA,Netherlands
Amsterdam,Clifford Studio,theatre,,,,https://www.cliffordstudio.nl/,Cliffordstraat,Amsterdam,,+31 20 682 8509,,2808999569,OpenStreetMap,EMEA,Netherlands
Amsterdam,Molen van West,events_venue,,,,https://molenvanwest.nl/,Gillis van Ledenberchstraat,Amsterdam,,+31 6 51502277,,2809598709,OpenStreetMap,EMEA,Netherlands
Amsterdam,Amsterdams Theaterhuis,theatre,,,,,Marius van Bouwdijk Bastiaansestraat,Amsterdam,,,,2809966844,OpenStreetMap,EMEA,Netherlands
Amsterdam,Teatro Munganga,theatre,,,,https://www.munganga.nl/,Schinkelhavenstraat,Amsterdam,,+31 20 675 9837,,2814628809,OpenStreetMap,EMEA,Netherlands
